word=of   count=11828
word=literatures,   count=4
word=same--to   count=1
word=sickly   count=5
word=costless   count=1
word=peremptory   count=2
word=to--(the   count=1
word=musicians'   count=1
word=composer   count=3
word=garret   count=1
word=fiddlers   count=1
word=consequent   count=1
word=sundry   count=1
word=occurrences,   count=3
word="abolitionist"   count=1
word=advocate   count=1
word="temperance"   count=1
word=causes)--and   count=1
word=sketches   count=1
word=Review,"   count=2
word="Columbian   count=1
word=Magazine,"   count=1
word=issue,   count=3
word=tack'd   count=1
word=Dough-Face   count=1
word=_Wounded   count=1
word="Tribune."   count=1
word=(under   count=2
word=Future_,")   count=1
word=Memorandum   count=1
word=preceding,   count=1
word=ask'd,   count=3
word=lingering-bequeath'd   count=1
word=Stuart   count=2
word=Mill's   count=1
word=character--and   count=1
word=directions--(seems   count=1
word=vitality.)   count=1
word=thought--and   count=1
word=feudalism,   count=11
word=(as,   count=1
word=unwarranted.   count=1
word=offspring.   count=2
word=Sole   count=1
word=republican   count=10
word=standards,   count=10
word=self-reliance.   count=1
word=key-note   count=1
word=widely   count=6
word=designers,   count=1
word=another--for   count=1
word=harmoniously   count=2
word=convictions,   count=3
word=oneness,   count=1
word=economy,   count=1
word=observing,   count=2
word=stirring   count=2
word=appaling   count=4
word=suffrage   count=3
word=aspirations,   count=5
word=people's   count=5
word=crudeness,   count=3
word=essay.   count=2
word=surmount   count=1
word=geographic   count=2
word=productive   count=3
word=certain.   count=2
word=already)   count=1
word=outstrip   count=2
word=world.[20]   count=1
word=Literatures,   count=1
word=sociologies,   count=2
word=(what,   count=1
word=promulge   count=3
word=Women,   count=1
word=caste,   count=6
word=ecclesiastic   count=1
word=essentially,   count=3
word=subsoil,   count=1
word=cavil,   count=1
word=founds   count=1
word=schools,   count=7
word=displacing   count=1
word=minds,   count=5
word=press,   count=4
word=lecture-rooms,   count=2
word=dangers,   count=5
word=profoundest,   count=1
word=state.   count=3
word=closest,   count=2
word=authors,   count=7
word=literatuses,   count=1
word=cope   count=3
word=permeating   count=3
word=mentality,   count=3
word=Presidents   count=4
word=Congresses--radiating,   count=1
word=accomplishing,   count=1
word=churches   count=7
word=clergy   count=1
word=permanently,   count=1
word=soundly,   count=1
word=substratum,)   count=1
word=lacking?--(and   count=1
word=departs,   count=1
word=sway'd   count=3
word=archetypal   count=2
word=reliance,)   count=1
word=penetrates   count=1
word=aggregates   count=2
word=demolishes   count=1
word=Immortal   count=1
word=Greece   count=6
word=sociology,   count=5
word=esthetics,   count=6
word=there--forming   count=1
word=structure,   count=1
word=bloom,   count=1
word=saturating   count=2
word=breed,   count=3
word=intuitions   count=2
word=prevails   count=1
word=enchanting   count=1
word=ballads,   count=5
word=poems.[21]   count=1
word=ostent   count=5
word=dynasties,   count=4
word=literatus,   count=5
word=changes,   count=6
word=political,   count=9
word=strictly   count=10
word=stamp,   count=3
word=continent,   count=4
word=Remember   count=1
word=ideals   count=5
word=arts   count=3
word=sculpture,   count=3
word=mediumship   count=1
word=utility,   count=1
word=esthetics.   count=1
word=Architecture   count=1
word=god,   count=3
word=undeniable   count=5
word=dominates,   count=1
word=serves   count=3
word=discriminate   count=1
word=lag.   count=1
word=Vistas   count=3
word=fulfilments,   count=1
word=earnestness,   count=2
word=imaginative,   count=1
word=spinal   count=10
word=equivalent   count=2
word=vivified   count=3
word=legislation,   count=4
word=wanting.   count=2
word=possibility,   count=4
word=arise,   count=5
word=magnitude,   count=2
word=compaction   count=2
word=needed,)   count=1
word=Constitutions,   count=1
word=judicial   count=2
word=warlike,   count=1
word=origins,   count=2
word=possessing   count=6
word=effusing   count=1
word=universal,   count=9
word=historians   count=3
word=ever-jealous   count=1
word=America;   count=5
word=irreconcilable   count=1
word=nor,   count=1
word=self-interest,   count=1
word=objects--but   count=1
word=lesser   count=6
word=distinctions   count=2
word=claim'd,   count=1
word=populace   count=1
word=performance,   count=3
word=enacting   count=1
word=wilderness   count=1
word=machinery,   count=4
word=utterances   count=5
word=literatus?   count=1
word=achievements   count=2
word=joy:   count=2
word=only--nay,   count=1
word=satisfied;   count=2
word=ground,)   count=1
word=arises   count=3
word=stock-personality,   count=1
word=acute,   count=1
word=feeblest   count=1
word=delusion   count=3
word=smartness,   count=2
word=(desirable   count=1
word=advantages   count=6
word=experiment   count=3
word=possess'd--the   count=1
word=(namely,   count=2
word=crude,   count=4
word=superstitious,   count=3
word=Political,   count=1
word=law-made   count=1
word=vigor,   count=1
word=lacking,   count=3
word=ungrown.   count=2
word=hollowness   count=1
word=underlying   count=12
word=hectic   count=1
word=screamings,)   count=1
word=superciliousness   count=1
word=sects,   count=4
word=Conversation   count=1
word=deceit   count=2
word=employment   count=5
word=discoveries.   count=1
word=greater.   count=2
word=municipal,   count=3
word=judiciary,   count=1
word=bribery,   count=1
word=falsehood,   count=2
word=tainted.   count=1
word=reek   count=1
word=flippancy,   count=2
word=business,)   count=1
word=magician's   count=2
word=money-making   count=3
word=serpent,   count=1
word=truths   count=2
word=sloughs,   count=1
word=highly-deceptive   count=1
word=intellectuality,   count=1
word=aspects,   count=1
word=empire   count=2
word=outvying   count=2
word=antique,   count=4
word=Alexander's,   count=1
word=thoroughly-appointed   count=1
word=weeks'   count=1
word=picturesqueness,   count=2
word=sea-tides,   count=1
word=façades   count=2
word=intermitted,   count=1
word=jobbers'   count=1
word=shops,   count=1
word=conversations,   count=1
word=fulness,   count=1
word=appetites,   count=2
word=exaltation   count=2
word=pilots   count=1
word=forests,   count=2
word=humanity--in   count=1
word=ingenuities,   count=1
word=ships--these   count=1
word=geniuses,)   count=1
word=industry   count=1
word=Personalities,   count=1
word=manners?   count=1
word=persons?   count=1
word=microscope   count=1
word=Sahara   count=1
word=malformations,   count=2
word=vulgarity,   count=1
word=infidelity--everywhere   count=1
word=foppish,   count=1
word=ripe--everywhere   count=1
word=chignon'd,   count=1
word=complexions,   count=2
word=motherhood   count=2
word=(considering   count=1
word=world.[22]   count=1
word=recuperative   count=1
word=pander   count=1
word=taste--not   count=1
word=amuse,   count=2
word=refined,   count=2
word=technical,   count=2
word=dexterity--but   count=1
word=redemption   count=2
word=webs   count=1
word=silliness,   count=1
word=millinery,   count=1
word=depletion--and   count=1
word=insuring   count=1
word=conception   count=5
word=infer,   count=1
word=unshaken   count=1
word=individuals--and   count=1
word=broadest   count=6
word=individualism,   count=2
word=lump   count=1
word=imperative   count=5
word=weigh'd,   count=1
word=potency,   count=2
word=individualism.   count=1
word=contradictory,   count=1
word=summ'd   count=1
word=cohesion   count=1
word=lair   count=1
word=wrath,   count=1
word=(1790,   count=1
word=eyen   count=1
word=1870,)   count=1
word=eructations,   count=2
word=iconoclasms,   count=1
word=subordination,   count=1
word=acquiesced   count=1
word=well-settled   count=1
word=conn'd   count=2
word=modify   count=1
word=drudging   count=1
word=poor,)   count=1
word=canons   count=2
word=precedent,   count=2
word=modesty,   count=1
word=art.   count=9
word=visibly,   count=1
word=invisibly.   count=1
word=Underneath   count=1
word=aggregation,   count=1
word=completeness   count=1
word=acquirements   count=1
word=alone;   count=2
word=eventual   count=1
word=conclusion   count=4
word=aimless,   count=1
word=cheat,   count=1
word=dependence   count=2
word=tinges   count=1
word=separatism   count=1
word=consolidation.   count=1
word=nationality,   count=8
word=hazards.   count=1
word=democracy--supplanting   count=1
word=absoluteness   count=1
word=rulership,   count=1
word=furnishing   count=5
word=chaos,   count=2
word=crime,   count=4
word=ignorance--is,   count=1
word=transmigrations,   count=1
word=ridicules,   count=1
word=arguments,   count=2
word=hazards,   count=4
word=unto   count=5
word=State;   count=1
word=warranting   count=1
word=argument   count=7
word=extensive,   count=1
word=admit,   count=3
word=unsaid   count=1
word=many-sided   count=1
word=republicanism--leaving   count=1
word=retrospect   count=4
word=well-wrought   count=1
word=warning--as,   count=1
word=dread,   count=2
word=opportune.   count=2
word=substitute   count=1
word=fragmentarily,   count=1
word=premises   count=2
word=introduces   count=1
word=vaster   count=4
word="THE   count=1
word=GOVERNMENT   count=1
word=PEOPLE,"   count=1
word=Lincoln;   count=2
word=totality   count=2
word=viewed   count=1
word=educated   count=2
word=classes.   count=2
word=artist-mind,   count=1
word=qualities--but   count=1
word=intelligence   count=6
word=(so-called,)   count=1
word=damnable   count=1
word=crimes   count=1
word=ungrammatical,   count=1
word=sins   count=3
word=pursued,   count=2
word=rude   count=10
word=democracies.   count=1
word=benevolence,   count=3
word=rife   count=2
word=reverent   count=3
word=appreciation   count=4
word=People--of   count=1
word=surpassing   count=3
word=book-heroes,   count=1
word=ton_   count=1
word=faults   count=2
word=enthusiasts.   count=1
word=gist   count=2
word=war-like   count=2
word=unnamed,   count=1
word=volunteer'd.   count=1
word=insolently   count=1
word=secession-slave-power,   count=1
word=imperil'd.   count=1
word=Descending   count=1
word=august   count=4
word=alacrity   count=1
word=exasperation   count=1
word=regimental   count=1
word=abstraction--for   count=1
word=flag_.   count=1
word=mismanagement,   count=1
word=Wilderness,)   count=1
word=unhesitatingly   count=1
word=obey'd   count=2
word=divisions,   count=1
word=grimed   count=1
word=him--his   count=1
word=hollow-bellied   count=1
word=sinewy   count=2
word=tests--the   count=1
word=maiming,   count=1
word=brought.   count=1
word=decorum,   count=4
word=fortitude,   count=3
word=affection.   count=2
word=Wholesale,   count=1
word=hospitals;   count=2
word=scourge,   count=1
word=aisles   count=1
word=blessed,   count=1
word=surgeon,   count=1
word=worker   count=2
word=cowardly   count=1
word=personalities?   count=1
word=Grand,   count=2
word=stock!   count=1
word=accomplish'd   count=5
word=convincing   count=1
word=sharpest   count=2
word=rival'd.   count=1
word=mind,)   count=2
word=perverse   count=1
word=maleficence,   count=1
word=recovers   count=2
word=moods.   count=1
word=strata   count=4
word=credulous,   count=4
word=uncouth,   count=1
word=incapable,   count=1
word=sneeringly   count=1
word=nation's   count=4
word=formidable   count=4
word=reflective   count=2
word=ulterior   count=2
word=(having,   count=1
word=develop,   count=1
word=cultivation,   count=1
word=beneficent   count=1
word=outcroppage,   count=1
word=aspiration   count=4
word=self-respect   count=1
word=(Or,   count=1
word=repression   count=1
word=captains   count=2
word=elective   count=2
word=dynastic)--but   count=1
word=life,)   count=3
word=regardless   count=6
word=station,   count=2
word=whatever--is   count=1
word=thrift   count=2
word=citizenship,   count=1
word=primary,   count=1
word=exhaustive   count=1
word=account,   count=4
word=Perhaps,   count=5
word=Nature,)   count=1
word=trainer,   count=1
word=institute,   count=1
word=imperfections.   count=1
word=enfranchised   count=1
word=humiliation,   count=1
word=secured,   count=3
word=preservative   count=1
word=sentimentalists,   count=1
word=deductive,   count=1
word=crystal.   count=1
word=strictest,   count=1
word=briefly,   count=6
word=supersedes   count=1
word=unshakable   count=2
word=forever;   count=1
word=successions;   count=1
word=agree--first   count=1
word=administer'd   count=1
word=favor,   count=1
word=signs,   count=2
word=endanger   count=1
word=tutelage   count=1
word=time.)   count=2
word=privileged   count=2
word=exclusive.   count=1
word=law?   count=1
word=alluring   count=1
word=brotherhood,   count=3
word=adhesiveness   count=1
word=fuses,   count=1
word=fraternizing   count=1
word=elevator   count=1
word=tissues,   count=1
word=core   count=1
word=element.   count=4
word=indite   count=1
word=peoples.   count=2
word=liberalist   count=1
word=Solidarity   count=2
word=account.   count=3
word=quackery   count=1
word=teems,   count=1
word=(or,   count=1
word=horn'd   count=1
word=sharp-tail'd   count=1
word=Devil,   count=1
word=it)--this,   count=1
word=for;   count=2
word=doing--may   count=1
word=antiseptic   count=5
word=morbific   count=1
word=presented,   count=1
word=thither--but   count=1
word=life--so   count=1
word=democracy's.   count=1
word=truly,   count=1
word=is,)   count=1
word=mutterings   count=2
word=Anything   count=2
word=democratize--but   count=1
word=_how_,   count=1
word=democratize.   count=1
